id,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
902609,Entire home/apt,2,1,1,1,$71.00 ,2,365,2,2,1125,1125,2,1125,,t,0,0,21,296,2020-10-25,187,1,0,2013-03-24,2020-04-18,96,10,10,10,10,9,10,STR-OPLI-19-002360,t,3,3,0,0,2.02
904057,Entire home/apt,2,1,1,2,$105.00 ,3,60,3,3,1125,1125,3,1125,,t,9,25,44,317,2020-10-25,384,31,2,2013-02-19,2020-10-09,98,10,10,10,10,10,10,STR-OPLI-19-000380,f,1,1,0,0,4.11
909102,Private room,2,1.5,1,1,$104.00 ,3,30,3,3,30,30,3,30,,t,30,60,90,362,2020-10-25,168,0,0,2013-05-27,2019-09-29,98,10,10,10,10,10,10,STR-OPLI-19-001642,f,1,0,1,0,1.86
942490,Private room,5,1,1,3,$79.00 ,2,1125,2,2,1125,1125,2,1125,,t,30,60,90,365,2020-10-25,120,2,0,2013-03-26,2020-06-11,89,10,10,10,10,9,9,STR-OPLI-20-000322,f,1,0,1,0,1.3
948077,Entire home/apt,2,1,1,1,$135.00 ,2,1125,2,2,1125,1125,2,1125,,t,14,40,66,336,2020-10-25,338,28,3,2013-03-30,2020-10-08,100,10,10,10,10,10,10,STR-OPLI-19-003035,t,1,1,0,0,3.66
955506,Entire home/apt,4,1,2,2,$250.00 ,4,20,4,4,20,20,4,20,,t,27,57,87,362,2020-10-25,59,3,1,2013-03-27,2020-10-18,96,10,10,10,10,10,9,STR-OPLI-19-000690,f,1,1,0,0,0.64
977722,Entire home/apt,2,1,1,1,$83.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,232,2020-10-25,152,10,1,2013-03-24,2020-10-06,97,10,10,10,10,10,10,STR-OPLI-19-000582,f,1,1,0,0,1.64
1000883,Entire home/apt,2,1,1,1,$110.00 ,3,29,3,3,29,29,3,29,,t,0,0,22,22,2020-10-25,177,10,1,2013-06-29,2020-09-25,98,10,10,10,10,10,10,STR-OPLI-19-003112,f,1,1,0,0,1.98
1002835,Entire home/apt,4,1,2,3,$160.00 ,90,1125,90,90,1125,1125,90,1125,,t,23,53,83,358,2020-10-25,70,2,0,2014-05-25,2020-03-08,92,9,9,10,10,10,9,STR-OPLI-19-000457,f,1,1,0,0,0.9
1012003,Private room,4,1,1,2,$145.00 ,2,360,2,2,1125,1125,2,1125,,t,0,0,23,298,2020-10-25,36,0,0,2013-05-07,2019-10-20,99,10,10,10,10,10,10,STR-OPLI-19-000062,t,1,0,1,0,0.4
1022135,Private room,2,1.5,1,1,$82.00 ,30,365,30,30,365,365,30,365,,t,23,53,83,173,2020-10-25,9,0,0,2013-06-19,2018-11-20,91,10,9,9,10,8,9,,t,1,0,1,0,0.1
1023693,Entire home/apt,2,1,1,1,$90.00 ,4,120,3,4,1125,1125,4,1125,,t,1,7,37,217,2020-10-25,267,13,1,2013-08-05,2020-09-29,99,10,10,10,10,10,10,STR-OPLI-19-001088,f,2,2,0,0,3.04
1042022,Entire home/apt,2,1,1,1,$89.00 ,2,90,2,2,1125,1125,2,1125,,t,9,30,60,335,2020-10-25,272,14,1,2013-05-03,2020-10-06,96,10,10,10,10,10,10,STR-OPLI-19-002937,t,1,1,0,0,2.99
1043194,Entire home/apt,4,1,1,2,$189.00 ,30,180,30,30,180,180,30,180,,t,30,60,90,365,2020-10-25,50,1,0,2013-08-15,2020-08-22,96,10,10,10,10,10,9,STR-OPLI-19-002789,t,4,4,0,0,0.57
1048798,Entire home/apt,4,2,1,1,$131.00 ,2,1125,2,5,1125,1125,2.1,1125,,t,10,29,29,142,2020-10-25,306,32,2,2013-04-25,2020-10-20,99,10,10,10,10,10,10,STR-OPLI-19-000502,f,1,1,0,0,3.35
1063855,Entire home/apt,5,1,3,3,$131.00 ,30,365,30,30,365,365,30,365,,t,30,60,90,365,2020-10-25,13,0,0,2013-07-07,2016-09-05,94,9,10,10,10,9,9,,f,1,1,0,0,0.15
1071203,Private room,2,1,1,1,$89.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,26,56,56,2020-10-25,30,0,0,2016-07-14,2018-01-02,98,10,10,10,10,10,10,STR-OPLI-19-002688,f,3,2,1,0,0.58
1090449,Entire home/apt,4,1,1,1,$71.00 ,2,8,2,2,1125,1125,2,1125,,t,5,17,37,106,2020-10-25,342,32,3,2013-05-10,2020-10-12,95,10,9,10,10,10,10,19-001302,f,2,1,1,0,3.76
1097520,Entire home/apt,2,1.5,1,1,$101.00 ,2,365,2,2,365,365,2,365,,t,21,45,72,347,2020-10-25,230,11,4,2013-05-19,2020-10-18,97,10,10,10,10,10,10,STR-OPLI-19-003217,f,1,1,0,0,2.54
1100686,Private room,2,1,1,1,$47.00 ,3,7,3,3,1125,1125,3,1125,,t,26,56,86,86,2020-10-25,334,22,2,2014-05-25,2020-10-12,96,10,10,10,10,10,10,STR-OPLI-19-001657,f,3,1,2,0,4.27
1112092,Entire home/apt,3,1,1,3,$135.00 ,6,90,6,6,90,90,6,90,,t,0,0,22,297,2020-10-25,46,1,0,2013-05-05,2020-02-15,97,10,10,10,10,10,10,STR-OPLI-19-002257,f,1,1,0,0,0.51
1114695,Entire home/apt,7,2.5,3,3,$271.00 ,25,1124,6,45,1124,1124,31,1124,,t,0,23,53,304,2020-10-25,70,5,0,2013-06-17,2020-07-22,96,10,10,10,10,10,10,STR-OPLI-19-001606,f,4,4,0,0,0.78
1122236,Entire home/apt,4,1,1,1,$108.00 ,2,1125,2,4,1125,1125,2.1,1125,,t,0,22,52,327,2020-10-25,133,8,0,2013-05-12,2020-09-16,95,10,10,10,9,10,9,STR-OPLI-19-002120,f,7,7,0,0,1.46
1125133,Entire home/apt,3,1,1,2,$105.00 ,1,1125,1,2,1125,1125,1,1125,,t,30,60,90,365,2020-10-25,34,1,0,2013-05-07,2020-09-20,80,8,8,9,9,8,8,STR-OPLI-20-000157,f,55,52,3,0,0.37
1142010,Entire home/apt,2,1,1,1,$70.00 ,2,40,2,2,40,40,2,40,,t,0,0,0,0,2020-10-25,0,0,0,,,,,,,,,,STR-OPLI-20-000128,f,1,1,0,0,
1146966,Private room,2,1,1,1,$48.00 ,4,12,4,4,1125,1125,4,1125,,t,24,54,84,84,2020-10-25,288,20,3,2013-06-08,2020-10-20,96,10,9,10,10,10,10,STR-OPLI-19-001657,f,3,1,2,0,3.2
1150519,Entire home/apt,7,1.5,3,4,$264.00 ,30,1125,30,30,1125,1125,30,1125,,t,2,16,32,183,2020-10-25,17,0,0,2013-07-07,2018-06-27,99,10,10,10,10,10,10,,f,1,1,0,0,0.19
1157083,Entire home/apt,6,2,2,3,$295.00 ,3,1125,3,3,1125,1125,3,1125,,t,30,60,90,365,2020-10-25,56,1,0,2013-06-22,2019-11-09,96,10,9,9,10,10,9,STR-OPLI-19-002769,t,4,4,0,0,0.63
1159111,Entire home/apt,6,1,2,3,$149.00 ,3,120,2,3,1125,1125,2.9,1125,,t,2,23,53,142,2020-10-25,112,7,0,2013-06-07,2020-08-02,95,10,10,10,10,10,10,STR-OPLI-19-001273,f,5,5,0,0,1.25
1159226,Entire home/apt,4,1,2,3,$174.00 ,3,1125,3,3,1125,1125,3,1125,,t,0,0,15,104,2020-10-25,61,2,0,2014-04-07,2020-01-29,97,10,10,10,10,10,10,STR-OPLI-19-001273,f,5,5,0,0,0.76
1171574,Entire home/apt,2,1,1,1,$65.00 ,3,60,3,3,60,60,3,60,,t,30,60,90,365,2020-10-25,471,43,2,2013-06-08,2020-10-05,98,10,10,10,10,10,10,STR-OPLI-19-000461,f,2,2,0,0,5.24
1184846,Entire home/apt,2,1,1,1,$100.00 ,3,1125,3,3,1125,1125,3,1125,,t,28,58,88,362,2020-10-25,102,9,0,2013-07-18,2020-08-09,98,10,10,10,10,10,10,STR-OPLI-19-002164,f,1,1,0,0,1.15
1190224,Private room,1,1,1,1,$60.00 ,30,90,30,30,90,90,30,90,,t,29,59,89,364,2020-10-25,30,0,0,2013-09-10,2019-09-07,95,10,9,10,10,9,9,,f,2,0,2,0,0.35
1190571,Private room,2,1,1,1,$60.00 ,30,30,30,30,30,30,30,30,,t,29,59,89,364,2020-10-25,27,0,0,2013-08-04,2019-07-21,94,10,9,10,10,9,9,,f,2,0,2,0,0.31
1209447,Entire home/apt,6,2,3,3,$155.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,22,297,2020-10-25,10,0,0,2013-08-05,2017-08-12,84,9,8,10,10,9,9,,f,1,1,0,0,0.11
1219691,Entire home/apt,4,1,2,2,$129.00 ,2,1125,2,3,1125,1125,2.1,1125,,t,0,0,30,184,2020-10-25,61,1,0,2013-06-25,2019-11-13,98,10,10,10,10,10,10,STR-OPLI-20-000033,f,1,1,0,0,0.68
1220471,Entire home/apt,3,1.5,2,1,$400.00 ,3,1125,3,3,1125,1125,3,1125,,t,24,54,84,173,2020-10-25,6,0,0,2013-07-15,2016-09-12,90,10,9,10,10,10,8,STR-OPLI-19-002154,f,1,1,0,0,0.07
1256892,Entire home/apt,4,1,1,2,$107.00 ,2,28,2,2,1125,1125,2,1125,,t,0,20,50,230,2020-10-25,210,10,2,2013-06-18,2020-10-16,97,10,10,10,10,10,10,STR-OPLI-19-000499,t,1,1,0,0,2.34
1260259,Entire home/apt,3,1,1,1,$160.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,0,2020-10-25,100,4,1,2013-07-14,2020-10-10,99,10,10,10,10,10,10,,f,1,1,0,0,1.13
1265651,Entire home/apt,5,2,2,3,$158.00 ,1,1000,1,2,1000,1000,1,1000,,t,30,60,90,270,2020-10-25,27,5,0,2014-05-02,2020-08-19,82,9,9,9,9,9,8,STR-OPLI-19-002570,f,55,52,3,0,0.34
1273432,Entire home/apt,6,2.5,2,2,$279.00 ,3,45,3,3,45,45,3,45,,t,0,1,1,15,2020-10-25,30,0,0,2013-07-22,2019-09-03,98,10,10,10,10,9,9,STR-OPLI-19-002335,t,1,1,0,0,0.34
1301535,Entire home/apt,7,1,2,2,$111.00 ,1,21,1,2,21,21,1,21,,t,30,60,90,180,2020-10-25,260,13,2,2014-05-27,2020-10-18,97,10,10,10,10,10,9,19-000933,f,2,1,1,0,3.33
1307898,Entire home/apt,9,4.5,5,5,$500.00 ,30,30,30,30,30,30,30,30,,t,29,59,89,364,2020-10-25,27,0,0,2013-07-26,2019-08-03,100,10,10,10,10,10,10,,f,1,1,0,0,0.31
1309666,Entire home/apt,4,1,1,2,$67.00 ,5,120,5,5,1125,1125,5,1125,,t,1,1,2,161,2020-10-25,25,5,0,2014-03-03,2020-07-30,83,9,9,10,9,9,9,STR-OPLI-19-002779,t,1,1,0,0,0.31
1351716,Entire home/apt,4,1,1,1,$89.00 ,2,365,2,2,365,365,2,365,,t,0,2,32,212,2020-10-25,244,6,0,2013-07-13,2020-02-23,96,10,10,10,10,10,10,19-000920,f,1,1,0,0,2.75
1355094,Private room,1,1,1,1,$33.00 ,30,120,30,30,1125,1125,30,1125,,t,20,50,57,57,2020-10-25,163,5,0,2013-07-31,2020-08-17,94,10,9,10,10,10,10,,t,2,0,2,0,1.85
1356339,Entire home/apt,4,1,1,1,$108.00 ,2,1125,2,4,1125,1125,2.1,1125,,t,9,16,39,314,2020-10-25,159,9,1,2013-09-18,2020-09-26,96,10,9,10,10,10,9,STR-OPLI-19-001708,f,7,7,0,0,1.84
1365882,Entire home/apt,3,1,1,1,$112.00 ,1,1125,1,2,1125,1125,1,1125,,t,30,60,90,365,2020-10-25,33,0,0,2013-08-27,2019-09-14,81,9,9,9,9,9,8,STR-OPLI-19-002570,f,55,52,3,0,0.38
1371152,Entire home/apt,9,1.5,2,2,$155.00 ,1,1125,1,2,1125,1125,1,1125,,t,22,48,78,353,2020-10-25,124,37,3,2017-06-22,2020-10-17,95,10,10,10,10,10,9,STR-OPLI-19-003321,t,11,8,3,0,3.04
1407502,Private room,1,1,1,1,$70.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,27,0,0,2014-06-12,2019-09-05,93,9,9,10,10,9,9,STR-OPLI-19-003088,f,1,0,1,0,0.35
1416592,Entire home/apt,4,1,2,2,$155.00 ,30,30,30,30,30,30,30,30,,t,28,58,88,363,2020-10-25,1,0,0,2016-11-26,2016-11-26,100,10,10,10,10,10,10,,f,2,1,1,0,0.02
1417880,Entire home/apt,3,1,1,2,$79.00 ,30,1125,30,30,1125,1125,30,1125,,t,5,35,65,340,2020-10-25,26,2,0,2013-07-26,2020-07-31,81,9,9,9,9,9,8,,f,55,52,3,0,0.29
1427103,Entire home/apt,4,1,1,1,$100.00 ,1,33,1,2,33,33,1,33,,t,0,0,6,281,2020-10-25,256,9,0,2013-09-04,2020-08-01,94,10,10,10,10,10,9,STR-OPLI-19-002842,f,1,1,0,0,2.94
1439237,Private room,2,1,1,2,$76.00 ,31,1125,31,31,1125,1125,31,1125,,t,0,0,0,207,2020-10-25,92,0,0,2013-08-08,2019-07-15,98,10,10,10,10,10,10,STR-OPLI-19-001790,f,1,0,1,0,1.05
1484595,Entire home/apt,3,1,1,2,$80.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,22,297,2020-10-25,31,1,0,2013-08-22,2020-07-01,86,9,8,9,9,9,8,,f,55,52,3,0,0.35
1488166,Entire home/apt,10,2,3,6,$295.00 ,7,365,7,7,1125,1125,7,1125,,t,0,0,0,116,2020-10-25,66,6,0,2013-08-12,2020-07-30,98,10,10,10,10,10,10,STR-OPLI-20-000090,t,4,4,0,0,0.75
1494828,Entire home/apt,4,1,2,2,$142.00 ,30,365,30,30,1125,1125,30,1125,,t,0,0,0,246,2020-10-25,234,3,0,2013-08-29,2020-08-20,98,10,10,10,10,10,10,,t,6,6,0,0,2.68
1494986,Entire home/apt,4,1.5,1,1,$150.00 ,30,365,30,30,1125,1125,30,1125,,t,21,40,59,244,2020-10-25,154,8,0,2013-09-06,2020-09-22,99,10,10,10,10,10,10,,f,6,6,0,0,1.77
1520501,Shared room,1,,1,1,$60.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,0,2020-10-25,7,0,0,2014-08-30,2019-09-03,83,10,9,9,9,10,8,,t,1,0,0,1,0.09
1531458,Entire home/apt,4,1,1,2,$96.00 ,1,1125,1,2,1125,1125,1,1125,,t,30,60,90,365,2020-10-25,64,0,0,2013-09-01,2019-08-16,90,9,9,9,10,10,9,STR-OPLI-19-002570,f,55,52,3,0,0.74
1534622,Private room,1,1,1,1,$47.00 ,30,1125,30,30,1125,1125,30,1125,,t,2,32,62,337,2020-10-25,36,1,1,2013-09-09,2020-09-27,82,9,8,9,9,9,8,,f,55,52,3,0,0.41
1537246,Entire home/apt,2,1,1,1,$125.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,116,2020-10-25,62,1,0,2013-08-26,2020-08-22,98,10,10,10,10,10,10,,f,1,1,0,0,0.71
1539463,Private room,2,1,1,1,$78.00 ,10,210,10,10,210,210,10,210,,t,0,5,35,125,2020-10-25,56,2,0,2013-10-09,2020-07-12,99,10,10,10,10,10,10,STR-OPLI-19-001183,f,3,1,2,0,0.65
1556170,Entire home/apt,3,1,1,1,$68.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,8,38,313,2020-10-25,130,8,0,2013-10-14,2020-06-02,94,10,10,10,10,9,9,STR-OPLI-19-002965,f,3,3,0,0,1.52
1562643,Entire home/apt,6,3.5,4,5,$234.00 ,3,14,3,3,14,14,3,14,,t,23,49,76,337,2020-10-25,67,8,0,2014-12-08,2020-09-16,94,10,9,10,10,10,10,STR-OPLI-19-001755,f,3,1,2,0,0.94
1579615,Entire home/apt,4,1,1,2,$87.00 ,2,1125,2,2,1125,1125,2,1125,,t,19,23,24,227,2020-10-25,200,24,7,2013-09-05,2020-10-23,99,10,10,10,10,10,10,STR-OPLI-19-002571,t,2,2,0,0,2.3
1588658,Entire home/apt,5,1,2,3,$182.00 ,2,1125,2,2,1125,1125,2,1125,,t,10,31,39,128,2020-10-25,57,16,0,2018-10-27,2020-08-30,99,10,10,10,10,10,10,STR-OPLI-19-002352,t,1,1,0,0,2.34
1588941,Private room,2,1,1,1,$85.00 ,2,10,2,2,10,10,2,10,,t,0,0,22,202,2020-10-25,99,10,1,2017-06-11,2020-09-27,99,10,10,10,10,10,10,STR-OPLI-19-002909,f,1,0,1,0,2.41
1589681,Entire home/apt,2,1,,1,$65.00 ,1,10,1,2,10,10,1.3,10,,t,7,33,63,63,2020-10-25,288,24,0,2015-09-28,2020-09-10,93,10,9,10,10,10,9,STR-OPLI-19-002924,f,1,1,0,0,4.66
1594219,Private room,2,1.5,1,1,$48.00 ,59,125,59,59,1125,1125,59,1125,,t,0,0,22,202,2020-10-25,80,0,0,2013-10-02,2019-10-20,95,9,9,10,10,9,9,,t,3,0,3,0,0.93
1594313,Private room,2,1.5,1,1,$46.00 ,59,125,59,59,1125,1125,59,1125,,t,0,0,22,202,2020-10-25,81,0,0,2013-09-05,2019-09-29,96,10,10,10,10,9,10,,t,3,0,3,0,0.93
1599010,Entire home/apt,3,1,,1,$75.00 ,30,1125,30,30,1125,1125,30,1125,,t,2,26,56,331,2020-10-25,14,1,0,2014-08-02,2020-08-25,91,9,9,9,10,10,9,,f,55,52,3,0,0.18
1603408,Entire home/apt,4,1,1,3,$95.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,42,2,0,2013-09-19,2020-02-21,88,9,9,9,9,9,9,,f,55,52,3,0,0.49
1614502,Private room,3,1,1,1,$78.00 ,2,45,2,2,45,45,2,45,,t,23,35,65,65,2020-10-25,178,5,0,2014-06-08,2020-03-16,98,10,10,10,10,10,10,STR-OPLI-19-002608,f,1,0,1,0,2.29
1628210,Entire home/apt,4,1,2,2,$175.00 ,28,180,28,28,180,180,28,180,,t,0,0,23,112,2020-10-25,20,1,0,2015-06-19,2020-05-16,97,10,10,10,10,10,10,STR-OPLI-19-000640,f,1,1,0,0,0.31
1629525,Private room,1,1,1,1,$46.00 ,30,180,30,30,180,180,30,180,,t,0,0,18,293,2020-10-25,2,0,0,2018-03-31,2018-11-30,100,10,10,10,10,10,10,,f,1,0,1,0,0.06
1647216,Entire home/apt,2,1,,1,$75.00 ,30,1125,30,30,1125,1125,30,1125,,t,5,35,65,340,2020-10-25,22,2,0,2014-07-13,2020-07-30,82,9,9,9,8,8,8,,f,55,52,3,0,0.29
1684236,Entire home/apt,2,1,1,1,$70.00 ,10,90,10,10,1125,1125,10,1125,,t,6,36,66,311,2020-10-25,180,9,1,2013-10-18,2020-10-11,97,10,10,10,10,10,10,STR-OPLI-19-003047,t,1,1,0,0,2.11
1687322,Entire home/apt,2,1,1,1,$500.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,179,2020-10-25,31,0,0,2013-10-17,2016-06-03,91,9,9,9,10,10,9,,f,1,1,0,0,0.36
1696015,Entire home/apt,8,2,3,3,$375.00 ,3,1125,3,3,1125,1125,3,1125,,t,0,0,0,152,2020-10-25,41,4,0,2014-03-07,2020-08-25,93,9,9,10,10,10,9,STR-OPLI-19-001140,f,3,3,0,0,0.51
1696194,Entire home/apt,4,1,1,3,$165.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,177,2020-10-25,54,0,0,2014-03-28,2019-09-02,94,9,9,9,10,10,9,,f,3,3,0,0,0.67
1696389,Entire home/apt,6,2,3,3,$210.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,267,2020-10-25,1,0,0,2018-11-30,2018-11-30,100,10,10,10,10,10,10,,f,3,3,0,0,0.04
1716901,Entire home/apt,4,1,1,1,$68.00 ,3,10,3,3,10,10,3,10,,t,0,0,0,169,2020-10-25,101,12,0,2015-06-05,2020-03-10,98,10,10,10,10,10,10,STR-OPLI-19-001892,f,1,1,0,0,1.54
1737244,Private room,3,1,1,1,$71.00 ,1,1125,1,1,1125,1125,1,1125,,t,18,48,78,353,2020-10-25,39,0,0,2015-03-20,2019-07-31,97,10,10,10,10,10,9,STR-OPLI-19-002384,f,1,0,1,0,0.57
1758935,Private room,2,1,1,1,$45.00 ,30,1125,30,30,1125,1125,30,1125,,t,22,52,82,357,2020-10-25,513,0,0,2013-10-14,2018-10-15,94,10,10,10,10,9,10,,t,2,0,2,0,5.99
1764100,Entire home/apt,2,1,1,1,$99.00 ,1,365,1,2,365,365,1,365,,t,30,60,90,365,2020-10-25,50,3,1,2013-10-19,2020-10-01,86,9,9,9,9,9,9,STR-OPLI-19-002641,f,55,52,3,0,0.59
1773803,Entire home/apt,6,1,1,1,$92.00 ,30,90,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,304,3,0,2013-10-17,2019-12-08,84,9,9,9,9,10,9,,f,2,2,0,0,3.55
1775016,Private room,2,1.5,1,1,$76.00 ,1,14,1,1,14,14,1,14,,t,24,50,77,338,2020-10-25,323,5,1,2014-09-30,2020-10-15,96,10,10,10,10,10,10,STR-OPLI-19-001755,f,3,1,2,0,4.37
1789341,Entire home/apt,2,1,1,1,$70.00 ,100,365,100,100,365,365,100,365,,t,23,53,83,172,2020-10-25,26,0,0,2014-04-20,2019-03-11,98,10,10,10,10,10,10,,f,1,1,0,0,0.33
1802663,Entire home/apt,4,1,1,2,$107.00 ,2,35,2,2,1125,1125,2,1125,,t,12,33,59,239,2020-10-25,234,29,3,2013-10-22,2020-10-21,98,10,10,10,10,10,10,STR-OPLI-19-003318,f,1,1,0,0,2.74
1807936,Entire home/apt,4,1.5,2,2,$100.00 ,30,1125,30,30,1125,1125,30,1125,,t,28,58,88,363,2020-10-25,26,2,0,2017-05-14,2019-11-10,94,9,8,10,10,10,9,,f,1,1,0,0,0.62
1820794,Entire home/apt,2,1,,1,$114.00 ,2,90,2,2,90,90,2,90,,t,0,9,31,303,2020-10-25,407,34,0,2014-01-07,2020-09-07,99,,,,,,,STR-OPLI-19-002846,f,1,1,0,0,4.92
1836106,Entire home/apt,2,1,1,1,$100.00 ,2,1125,2,2,1125,1125,2,1125,,t,25,55,85,360,2020-10-25,30,9,2,2016-06-20,2020-10-12,96,10,10,10,10,10,9,STR-OPLI-19-002091,t,1,1,0,0,0.57
1900698,Private room,2,1.5,1,1,$35.00 ,30,120,30,30,1125,1125,30,1125,,t,0,11,41,221,2020-10-25,198,5,0,2013-12-03,2020-09-05,94,10,9,10,10,10,9,,f,1,0,1,0,2.36
1905473,Private room,2,1,1,1,$75.00 ,30,30,30,30,30,30,30,30,,t,30,60,90,365,2020-10-25,7,0,0,2014-06-02,2016-09-06,90,10,8,9,10,9,9,,t,1,0,1,0,0.09
1909058,Private room,2,1,1,0,$90.00 ,2,14,2,2,14,14,2,14,,t,0,0,22,297,2020-10-25,141,0,0,2014-01-27,2019-10-22,99,10,10,10,10,10,10,STR-OPLI-19-001496,f,1,0,1,0,1.72
1925661,Private room,2,1,1,1,$45.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,22,297,2020-10-25,105,4,0,2014-05-28,2020-02-29,96,10,10,10,10,10,10,825676,t,1,0,1,0,1.34
1928010,Private room,2,1.5,1,2,$76.00 ,1,14,1,1,1125,1125,1,1125,,t,23,49,76,337,2020-10-25,425,12,3,2013-12-25,2020-10-18,96,10,9,10,10,10,9,STR-OPLI-19-001755,f,3,1,2,0,5.11
1935439,Private room,2,2,1,1,$30.00 ,31,1125,31,31,1125,1125,31,1125,,t,4,4,4,217,2020-10-25,11,2,0,2014-06-22,2020-06-28,89,10,9,9,9,10,9,,f,2,0,2,0,0.14
1950012,Private room,2,1,1,1,$50.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,170,2020-10-25,34,0,0,2014-08-18,2015-05-30,97,10,9,10,10,9,10,,f,1,0,1,0,0.45
1956094,Entire home/apt,4,1,1,2,$83.00 ,1,30,1,2,1125,1125,1,1125,,t,11,31,61,61,2020-10-25,382,33,2,2013-12-31,2020-10-16,96,10,10,10,10,10,10,STR-OPLI-19-001404,t,1,1,0,0,4.6
1956274,Entire home/apt,2,1.5,1,1,$125.00 ,3,1125,3,3,1125,1125,3,1125,,t,0,0,22,297,2020-10-25,182,13,1,2014-02-20,2020-10-11,100,10,10,10,10,10,10,STR-OPLI-19-002389,f,1,1,0,0,2.24
1976382,Entire home/apt,4,1,1,1,$108.00 ,2,365,2,4,365,365,2.1,365,,t,1,1,1,268,2020-10-25,83,4,0,2014-02-18,2020-08-04,96,10,10,10,10,10,9,STR-OPLI-19-002118,f,7,7,0,0,1.02
1983713,Entire home/apt,3,1,1,1,$99.00 ,10,1125,10,10,1125,1125,10,1125,,t,0,0,22,243,2020-10-25,48,2,0,2014-04-21,2019-12-30,98,10,10,10,10,10,10,STR-OPLI-19-002543,f,5,5,0,0,0.61
2026794,Private room,2,1,1,1,$50.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,90,2020-10-25,243,8,0,2014-01-18,2020-03-06,93,9,10,10,10,10,9,STR-OPLI-19-548111,f,1,0,1,0,2.95
2033191,Entire home/apt,4,1,2,2,$141.00 ,3,1125,3,3,1125,1125,3,1125,,t,10,10,10,10,2020-10-25,134,13,2,2014-05-18,2020-10-09,100,10,10,10,10,10,10,STR-OPLI-19-001403,f,1,1,0,0,1.71
2037250,Private room,2,1,1,1,$100.00 ,3,30,3,3,30,30,3,30,,t,30,60,90,365,2020-10-25,66,1,0,2014-03-06,2019-11-11,97,10,10,10,10,10,10,STR-OPLI-19-001288,f,2,0,2,0,0.82
2069917,Entire home/apt,3,1,1,1,$68.00 ,3,1125,3,3,1125,1125,3,1125,,t,18,48,78,353,2020-10-25,84,9,0,2015-02-09,2020-08-23,95,10,10,10,10,10,10,STR-OPLI-19-002965,f,3,3,0,0,1.21
2112625,Private room,2,1,1,1,$66.00 ,30,120,30,30,120,120,30,120,,t,27,57,87,362,2020-10-25,47,1,0,2014-01-15,2019-12-19,97,10,10,10,10,9,10,,f,1,0,1,0,0.57
2150760,Entire home/apt,2,1,,1,$94.00 ,1,30,1,2,30,30,1,30,,t,21,51,78,78,2020-10-25,143,15,2,2014-03-16,2020-10-04,95,10,10,10,10,10,10,STR-OPLI-19-001964,f,1,1,0,0,1.78
2187906,Private room,2,1,1,1,$30.00 ,1,5,1,1,5,5,1,5,,t,9,39,69,69,2020-10-25,393,21,0,2014-03-17,2020-03-13,97,10,10,10,10,10,10,STR-OPLI-19-000352,f,1,0,1,0,4.88
2197168,Entire home/apt,4,1,2,2,$135.00 ,3,180,3,3,180,180,3,180,,t,8,8,8,37,2020-10-25,165,7,1,2014-01-27,2020-10-23,99,10,10,10,10,10,10,STR-OPLI-19-003105,f,1,1,0,0,2.01
2215336,Entire home/apt,5,1,2,0,$115.00 ,30,240,30,30,240,240,30,240,,t,1,15,17,196,2020-10-25,79,6,1,2014-07-22,2020-10-01,95,10,10,10,10,10,9,,f,6,6,0,0,1.04
2267862,Entire home/apt,2,1,1,4,$115.00 ,2,1125,2,2,1125,1125,2,1125,,t,21,51,81,356,2020-10-25,44,15,0,2016-06-11,2020-06-08,97,10,10,10,10,10,9,STR-OPLI-19-002461,t,2,2,0,0,0.83
